OBJECTID,NUEVOS_CASOS,TOTAL_CASOS,TOTAL_MUERTES,TOTAL_RECUPERADOS,FECHA_ACTUALIZACION,GlobalID,NUEVOS_MUERTOS,NUEVO_RECUPERADOS
1977,626,6078487,139361,5910525,2022/03/16 05:00:00+00,112721dd-165d-4119-9438-7c2d0992c619,26,743
1978,744,6079231,139386,5911449,2022/03/17 05:00:00+00,fc216a3c-76f1-4c34-911a-cd5ce494049c,25,924
1979,665,6079896,139415,5912154,2022/03/18 05:00:00+00,94265d37-30d7-47e9-b7fb-0502114fd26a,29,705
1980,693,6080589,139434,5912996,2022/03/19 05:00:00+00,8cd96dad-fbae-44f2-a9c4-ad30fb439100,19,842
1981,542,6081131,139452,5913303,2022/03/20 05:00:00+00,d9f62e7d-25d6-4def-9738-8b248cc54956,18,307
1982,508,6081639,139471,5914192,2022/03/21 05:00:00+00,a49be85c-eccd-4341-bc43-0fef4422d248,19,889
1983,294,6081933,139489,5914212,2022/03/22 05:00:00+00,81f33748-f79c-453c-b20f-3f84fc3cf7d1,18,20
1984,293,6082226,139508,5914578,2022/03/23 05:00:00+00,0d71f64e-7e4e-41c8-a6fc-ec3dd5f86ba1,19,366
1985,351,6082577,139531,5915073,2022/03/24 05:00:00+00,17f5ac96-d0e2-44c0-b90a-b52c99566487,23,495
1986,366,6082943,139544,5915963,2022/03/25 05:00:00+00,bfa9a9aa-80b2-4158-af2d-da1d67361ba2,13,890
1987,348,6083291,139558,5916253,2022/03/26 05:00:00+00,2ee08e15-20d5-49dd-a963-bad5c4246762,14,290
1988,352,6083643,139573,5916624,2022/03/27 05:00:00+00,459e458b-6e7a-488f-bd19-e4ad47a43a9a,15,371
1989,296,6083939,139585,5917027,2022/03/28 05:00:00+00,9bbfc208-a9da-4ee3-90f9-757713f91bbb,12,403
1990,301,6084240,139595,5917334,2022/03/29 05:00:00+00,7d073e2e-01bc-417d-a2ef-49641e707dfe,10,307
1991,311,6084551,139607,5917586,2022/03/30 05:00:00+00,0076c136-5709-420b-91fa-7c77fd57bd09,12,252
1992,365,6084916,139621,5917909,2022/03/31 05:00:00+00,635829b2-b0e7-41f0-9194-4d3715a90114,14,323
1993,354,6085270,139636,5918331,2022/04/01 05:00:00+00,5f376626-89df-49aa-8e6b-625835f00cdb,15,422
1994,348,6085618,139650,5918689,2022/04/02 05:00:00+00,2d403301-9b08-473d-bd37-0f823928424e,14,358
1995,308,6085926,139660,5919072,2022/04/03 05:00:00+00,7d0aff12-ac33-43de-b645-cd274c0c7717,10,383
1996,307,6086233,139670,5919385,2022/04/04 05:00:00+00,9f0ec27b-0473-4b93-8e52-50ef70088d9d,10,313
1997,251,6086484,139678,5919709,2022/04/05 05:00:00+00,89c65824-936e-4adf-8061-abdb972f26de,8,324
1998,327,6086811,139687,5919925,2022/04/06 05:00:00+00,d7024068-6423-4b60-b09c-7873a2e7ef7c,9,216
1999,312,6087123,139693,5920229,2022/04/07 05:00:00+00,71bcebcd-9aa6-4f01-ac4e-2e89ec0b6c35,6,304
2000,320,6087443,139703,5920596,2022/04/08 05:00:00+00,ca1ddaad-433f-4b2f-8630-c5b48e708dbe,10,367
2001,294,6087737,139713,5920900,2022/04/09 05:00:00+00,c1cb8ede-112c-45c5-a36c-cb419001adbc,10,304
2002,297,6088034,139719,5921185,2022/04/10 05:00:00+00,5b3edfc9-87eb-4bea-b874-d516ff58d2ea,6,285
2003,301,6088335,139725,5921483,2022/04/11 05:00:00+00,2c39a54d-552c-48cf-8b91-04e03fe44039,6,298
2004,284,6088619,139729,5921750,2022/04/12 05:00:00+00,149d63b1-0a98-4ff8-86b5-9d8ab696b3b7,4,267
2005,293,6088912,139734,5921849,2022/04/13 05:00:00+00,559bed04-f2dc-45f2-aa10-ba3f68c6f18f,5,99
2006,264,6089176,139738,5922410,2022/04/14 05:00:00+00,7fcd1082-df16-4de5-a490-47d0af1a7a7c,4,561
2007,205,6089381,139741,5922639,2022/04/15 05:00:00+00,4d8671c6-44eb-4997-9eb2-f2fed406c62c,3,229
2008,159,6089540,139745,5922819,2022/04/16 05:00:00+00,ca114af9-e943-4a00-81fa-997af6e3c4fe,4,180
2009,122,6089662,139749,5923067,2022/04/17 05:00:00+00,164a6fab-ca8d-4ae7-879e-8c4f86e05acc,4,248
2010,129,6089791,139751,5923287,2022/04/18 05:00:00+00,7f831760-4458-4fc3-9b17-c97ba79f623e,2,220
2011,207,6089998,139754,5923443,2022/04/19 05:00:00+00,25aaa88d-7b02-4dff-b56c-f6819fd8e51e,3,156
2012,248,6090246,139755,5923619,2022/04/20 05:00:00+00,f7aaab82-9cb4-4df3-b865-3845b4a9b2f1,1,176
2013,274,6090520,139759,5923901,2022/04/21 05:00:00+00,307abae5-dbf5-42f8-a583-46e9af0566ab,4,282
2014,283,6090803,139765,5924143,2022/04/22 05:00:00+00,25d625f3-58c4-4fc3-9378-eddbf7901f0a,6,242
2015,291,6091094,139771,5924433,2022/04/23 05:00:00+00,480e8785-ea1a-470e-a92b-89dd8dde4b44,6,290
2016,249,6091343,139778,5924745,2022/04/24 05:00:00+00,00e802a8-a876-484c-b1ac-56117995e92c,7,312
2017,208,6091551,139780,5925040,2022/04/25 05:00:00+00,875941d8-a283-4c85-8cfa-7efe46b3e6f8,2,295
2018,202,6091753,139783,5925390,2022/04/26 05:00:00+00,bd5c3130-7fdc-43d8-ad1c-dd63a4dd7f9e,3,350
2019,206,6091959,139785,5925634,2022/04/27 05:00:00+00,6bf4319c-4341-4088-a592-8f2a0a0c24e8,2,244
2020,208,6092167,139789,5925828,2022/04/28 05:00:00+00,6a1b363e-8aa4-4f11-b8ec-a1d270432c39,4,194
2021,236,6092403,139793,5926016,2022/04/29 05:00:00+00,b8cc483c-5cd9-48c8-b964-7245b5f77062,4,188
2022,264,6092667,139797,5926476,2022/04/30 05:00:00+00,93bb03eb-418f-49e2-9983-27fc3577c503,4,460
2023,978,6093645,139809,5927076,2022/05/05 05:00:00+00,a131267c-f3f5-4da4-bfd6-ad249411b3a8,12,600
2024,1671,6095316,139821,5928829,2022/05/12 05:00:00+00,c589a521-048b-4443-8905-a3f6eb6d430a,12,1753
2025,3795,6099111,139833,5930545,2022/05/19 05:00:00+00,7e256db9-334a-4e59-b068-1db7ef0a4445,12,1716
2026,4344,6103455,139854,5934231,2022/05/26 05:00:00+00,086f27fc-7c81-44a8-b4ee-84fbd8694ba1,21,3686
2027,5650,6109105,139867,5938448,2022/06/02 05:00:00+00,b79721fc-3c01-4818-9e06-3551db9366a0,13,4217
2028,8742,6117847,139894,5943925,2022/06/09 05:00:00+00,46289401-e5ad-4afa-86df-71ed4a0b8f2b,27,5477
2029,13810,6131657,139918,5952212,2022/06/16 05:00:00+00,2725223d-0fec-49d7-9039-51fa3143c90e,24,8287
2030,19697,6151354,139970,5965083,2022/06/23 05:00:00+00,3c758003-d0e2-4a0e-8501-791ceef3d728,52,12871
2031,23827,6175181,140070,5984546,2022/06/30 05:00:00+00,de7ae740-970e-457c-ada7-4ec84bb36753,100,19463
2032,23667,6198848,140202,6008044,2022/07/07 05:00:00+00,ffae7fdd-0c48-489e-8f02-9d3008cc8c16,132,23498
2033,24649,6223497,140365,6031815,2022/07/14 05:00:00+00,84b76379-5ce3-448c-b425-454e27d4914b,163,23771
2034,24137,6247634,140603,6053853,2022/07/21 05:00:00+00,8855852c-e979-46f3-935a-ec3d326afd20,238,22038
2035,18164,6265798,140845,6079628,2022/07/28 05:00:00+00,a34f2976-73cc-4a63-8211-5a0b9eff9ff2,242,25775
2036,13200,6278998,141075,6096946,2022/08/04 05:00:00+00,3ec777ab-ca9f-4455-ae79-e253d41ed299,230,17318
2037,7394,6286392,141287,6109349,2022/08/11 05:00:00+00,b43d8ede-7c8f-41e0-a065-cfbc03b28a5c,212,12403
2038,6738,6293130,141406,6116269,2022/08/18 05:00:00+00,efd152ae-d74e-4ca5-9c72-5803824c7a5b,119,6920
2039,6465,6299595,141519,6122457,2022/08/25 05:00:00+00,d5910078-4455-4d66-93ff-19273a47a8e2,113,6188
2040,3214,6302809,141646,6128460,2022/09/01 05:00:00+00,2391e9d1-e807-40bc-91c0-50e948399252,127,6003
2041,1508,6304317,141708,6131248,2022/09/08 05:00:00+00,23164e92-a9aa-465b-8e86-afd29e14906a,62,2788
2042,1245,6305562,141746,6132645,2022/09/15 05:00:00+00,1a96431c-a63f-4b29-8927-2611cce2c91a,38,1397
2043,990,6306552,141769,6133785,2022/09/22 05:00:00+00,644f4eba-60b1-4f0e-ad46-d3b3a4d522d8,23,1140
2044,820,6307372,141794,6134690,2022/09/29 05:00:00+00,d129486b-f11f-4d1a-912e-60213a66712c,25,905
2045,715,6308087,141807,6135815,2022/10/06 05:00:00+00,b54a2f09-ea17-45dc-a347-919a6932dd96,13,1125
